,CO,H2,CH4,C2H4,C2H6,C3H8,Xf_LFL,Xf_UFL,Xf_stoich,Su_stoich,LFL,UFL
837,0.0,0.3622,0.0,0.0,0.0,0.6378,,,,0.5429336123862403,0.027881800000000005,0.3360678
838,0.0,0.5641,0.4359,0.0,0.0,0.0,,,,0.6682539254241859,0.0417436,0.4945626
839,0.0829,0.167,0.2598,0.2194,0.0732,0.1977,,,,0.5795390178701744,0.0404404,0.32182510000000003
840,0.0,0.0917,0.9083,0.0,0.0,0.0,,,,0.40234405441515475,0.0436332,0.21773619999999996
841,0.0,0.3841,0.0678,0.0486,0.3758,0.1237,,,,0.5198425789242465,0.0335554,0.37218670000000004
842,0.0752,0.3535,0.0891,0.1239,0.0403,0.318,,,,0.5999001491093059,0.03837865,0.408688
843,0.0,0.9895,0.0,0.0105,0.0,0.0,,,,2.1842740124606603,0.03986875,0.745128
844,0.409,0.2471,0.0,0.0,0.3438,0.0,,,,0.5166892777488127,0.06927799999999999,0.5347062
845,0.0,0.0,0.0,0.7278,0.0,0.2722,,,,0.7054357506493265,0.025730700000000006,0.23564300000000002
846,0.0,0.0,0.3393,0.1413,0.1583,0.3611,,,,0.4942896551137333,0.03114705,0.1521573
847,0.0,0.0583,0.0,0.9417,0.0,0.0,,,,0.8694311115388742,0.028228749999999997,0.3130512
848,0.546,0.0,0.0489,0.112,0.2228,0.0703,,,,0.5311308568611642,0.07891190000000001,0.48427910000000013
849,0.0,0.3015,0.265,0.0942,0.3393,0.0,,,,0.5128052641889262,0.0364895,0.3385994
850,0.0,0.1105,0.2655,0.1187,0.248,0.2574,,,,0.4978696383274745,0.03221165,0.2171146
851,0.0288,0.1534,0.2264,0.1273,0.2532,0.2109,,,,0.5107905847796168,0.03507925,0.2628851
852,0.3117,0.1639,0.3125,0.0,0.0166,0.1953,,,,0.5194878684379839,0.0623093,0.42973369999999994
853,0.0,0.0,0.3737,0.1371,0.3168,0.1724,,,,0.4737792563579414,0.03333745,0.157193
854,0.0,0.0,0.0,0.44,0.56,0.0,,,,0.5576605403021087,0.028900000000000002,0.19528
855,0.2185,0.0,0.4661,0.069,0.0817,0.1647,,,,0.47911410226918166,0.054535600000000004,0.2868149
856,0.0,0.0617,0.0,0.313,0.325,0.3002,,,,0.5490557066068709,0.027129700000000003,0.2064132
857,0.2048,0.0,0.0,0.4352,0.2488,0.1112,,,,0.6143914959242245,0.04634320000000001,0.3201495999999999
858,0.2736,0.0,0.2598,0.2395,0.1617,0.0655,,,,0.5557667735402916,0.05707594999999999,0.3429705
859,0.0,0.2158,0.1208,0.1245,0.2518,0.2872,,,,0.5237346913130861,0.03095615,0.2774986
860,0.1259,0.1278,0.108,0.1312,0.292,0.2152,,,,0.5160776792657187,0.041859200000000006,0.3034534
861,0.2695,0.2797,0.1338,0.0068,0.3101,0.0,,,,0.5082030633931618,0.058905200000000005,0.4742403999999999
862,0.8635,0.0,0.0,0.0,0.1365,0.0,,,,0.5070891064682259,0.10771499999999999,0.664551
863,0.1067,0.0,0.3246,0.2821,0.1282,0.1583,,,,0.5522847924021369,0.042014449999999995,0.2458251
864,0.23,0.208,0.0373,0.2237,0.214,0.0871,,,,0.6085227298809619,0.05196205,0.43392850000000005
865,0.1596,0.3208,0.3098,0.0,0.2098,0.0,,,,0.5045935126060233,0.0519092,0.4371224
866,0.0768,0.0,0.3029,0.0,0.1062,0.5141,,,,0.4689076633206727,0.0365257,0.1723685
867,0.0,0.0,0.0,0.528,0.0,0.472,,,,0.6271630628137504,0.024432,0.19868000000000002
868,0.3187,0.3039,0.0132,0.2758,0.0033,0.0851,,,,0.7998185965191809,0.0604514,0.5569979
869,0.1608,0.0,0.0,0.3241,0.1884,0.3267,,,,0.5696824175266235,0.04072145,0.2696509
870,0.0,0.0059,0.1948,0.1762,0.3046,0.3185,,,,0.49790973550828765,0.029479199999999997,0.1567043
871,0.4218,0.0,0.0,0.1732,0.0,0.405,,,,0.5723416990717939,0.06388400000000001,0.4067902
872,0.0989,0.2188,0.0713,0.2824,0.2754,0.0532,,,,0.6039490658115789,0.040902400000000005,0.3702574
873,0.0679,0.1178,0.3222,0.316,0.0,0.1761,,,,0.6162346690419367,0.039424900000000006,0.30027790000000004
874,0.0,0.0,0.4105,0.0,0.3199,0.2696,,,,0.4366811952450646,0.033320600000000006,0.1342192
875,0.0733,0.1418,0.337,0.1775,0.0,0.2704,,,,0.5617037472840559,0.03985565,0.2946684
876,0.357,0.2234,0.2959,0.0364,0.0574,0.0299,,,,0.5705757605732266,0.0681465,0.5043755
877,0.3735,0.2392,0.0186,0.0,0.0,0.3687,,,,0.5646769043421209,0.06294910000000001,0.4998141
878,0.0,0.1544,0.7621,0.0835,0.0,0.0,,,,0.4788282257124073,0.042004650000000004,0.2646654
879,0.0,0.0,0.0344,0.021,0.529,0.4157,,,,0.4545185981916518,0.0266908,0.11922930000000001
880,0.0,0.0,0.0605,0.1294,0.3603,0.4498,,,,0.48817351745988136,0.026475299999999997,0.1370374
881,0.2621,0.1354,0.2106,0.0161,0.1427,0.2332,,,,0.49862817515004243,0.055755349999999995,0.37851599999999996
882,0.0,0.1901,0.3056,0.0946,0.2005,0.2092,,,,0.5056100187280735,0.034060099999999996,0.2657402
883,0.2972,0.0,0.2314,0.0,0.1619,0.3095,,,,0.4694415752761182,0.0572021,0.3121847
884,0.0018,0.0,0.1253,0.0308,0.5548,0.2874,,,,0.44784705494039717,0.0292556,0.1285306
885,0.6303,0.0,0.2146,0.1551,0.0,0.0,,,,0.6378873091066402,0.08934365,0.552278
886,0.0,0.505,0.0,0.0,0.495,0.0,,,,0.5195876584373383,0.03505,0.44012999999999997
887,0.3548,0.0,0.3156,0.0346,0.0468,0.2481,,,,0.4928377289224882,0.06402800000000002,0.35861529999999997
888,0.07,0.0891,0.3618,0.0,0.2636,0.2156,,,,0.4518630021090529,0.04031880000000001,0.2331222
889,0.0,0.0,0.4834,0.5166,0.0,0.0,,,,0.6598648409322332,0.035476099999999997,0.2270252
890,0.0673,0.2092,0.2148,0.1757,0.1176,0.2154,,,,0.5644588678325319,0.03877835,0.32919020000000004
891,0.348,0.0,0.0,0.3311,0.0316,0.2894,,,,0.6226203213815326,0.05789065,0.3888424
892,0.3332,0.0,0.0,0.2385,0.2732,0.1552,,,,0.5535770377109928,0.057997950000000006,0.367663
893,0.1653,0.1397,0.2358,0.2529,0.1302,0.0762,,,,0.5969168536537809,0.04826015,0.3635916
894,0.0716,0.1724,0.2494,0.2138,0.2325,0.0603,,,,0.555301702960066,0.0405824,0.3199687
895,0.0,0.0,0.0089,0.1971,0.794,0.0,,,,0.4752077961482941,0.02963185,0.15628620000000001
896,0.1993,0.0,0.0426,0.0,0.0,0.7582,,,,0.49882117322127933,0.0417126,0.23303959999999996
897,0.2305,0.1426,0.081,0.2954,0.1931,0.0575,,,,0.6241314160935841,0.05205200000000001,0.4073453000000001
898,0.0949,0.3879,0.025,0.4147,0.0291,0.0484,,,,0.8483609520761127,0.04129765,0.493301
899,0.5155,0.0,0.0,0.0,0.0,0.4845,,,,0.5174819462759851,0.0720345,0.43555949999999993
900,0.2658,0.2045,0.164,0.1188,0.1251,0.1218,,,,0.573447449976568,0.05686979999999999,0.4414119999999999
901,0.16,0.1901,0.1779,0.0445,0.2055,0.2219,,,,0.5063869603177974,0.04668024999999999,0.3523715
902,0.0036,0.2471,0.0,0.0429,0.4308,0.2757,,,,0.49247809631093054,0.03020945,0.28155929999999996
903,0.0,0.6243,0.3757,0.0,0.0,0.0,,,,0.7430269741428676,0.041502800000000006,0.5298398
904,0.6031,0.0,0.1851,0.0,0.0533,0.1585,,,,0.5039748524119508,0.0854439,0.5052990999999999
905,0.1723,0.0,0.2549,0.2248,0.287,0.061,,,,0.5210694736038783,0.047964599999999996,0.27707039999999994
906,0.0,0.0,0.3238,0.0,0.3745,0.3016,,,,0.4399747224426113,0.0318158,0.1300028
907,0.0967,0.114,0.251,0.2409,0.2536,0.0438,,,,0.5511136358712198,0.042360550000000004,0.3039566
908,0.0895,0.2677,0.0999,0.0,0.0119,0.531,,,,0.5296546021625634,0.037351600000000006,0.3393902
909,0.0,0.0,0.4207,0.5793,0.0,0.0,,,,0.6888765582402717,0.03444155,0.23467460000000004
910,0.0,0.0,0.0,0.7789,0.2211,0.0,,,,0.7185337948422857,0.02805275,0.2501818
911,0.0044,0.0,0.2895,0.2492,0.2942,0.1627,,,,0.5136689102531591,0.0323617,0.1749627
912,0.0,0.2653,0.2287,0.0,0.0922,0.4138,,,,0.5052707467918479,0.0321306,0.2897084
913,0.0629,0.2782,0.0,0.1016,0.1974,0.3599,,,,0.5445697574728238,0.0349499,0.3457101
914,0.2718,0.2356,0.0,0.209,0.2837,0.0,,,,0.6163116356783135,0.056298499999999994,0.4755028
915,0.8409,0.0,0.0,0.1072,0.0,0.0519,,,,0.6418880347995638,0.10494590000000001,0.6665761
916,0.3856,0.2582,0.0,0.3562,0.0,0.0,,,,0.9164516197648921,0.0663955,0.5847232
917,0.3311,0.0541,0.2011,0.1016,0.2254,0.0867,,,,0.5098574880533621,0.06212110000000001,0.38764430000000005
918,0.2476,0.0041,0.0568,0.4713,0.1552,0.065,,,,0.6597249328987039,0.05135695,0.35869180000000006
919,0.4114,0.0,0.5476,0.041,0.0,0.0,,,,0.48126873937817455,0.0745899,0.4100824
920,0.1046,0.3333,0.1722,0.2117,0.1782,0.0,,,,0.6426972491485802,0.04462855,0.4393088
921,0.559,0.0,0.0,0.0,0.0,0.441,,,,0.5210874486034202,0.076341,0.463791
922,0.0,0.2417,0.3788,0.2152,0.1642,0.0,,,,0.5747643957989279,0.0371792,0.32530620000000005
923,0.3489,0.2568,0.1365,0.0483,0.1623,0.0472,,,,0.5679069354978498,0.06533445,0.5153671999999999
924,0.0,0.3584,0.0,0.0,0.2558,0.3859,,,,0.5134676995519313,0.0301139,0.33949509999999994
925,0.0,0.7192,0.0,0.2808,0.0,0.0,,,,1.18381190055706,0.03649,0.6197088
926,0.4267,0.0,0.0,0.0,0.5733,0.0,,,,0.4430553928220152,0.068403,0.3911142
927,0.0,0.0,0.4334,0.5666,0.0,0.0,,,,0.6828464265100147,0.034651100000000004,0.2331252
928,0.3135,0.1426,0.0,0.0,0.2786,0.2653,,,,0.49347909771072446,0.05725329999999999,0.40341669999999996
929,0.176,0.0,0.3822,0.3246,0.0,0.1172,,,,0.6021973736552356,0.0493245,0.29935360000000005
930,0.2763,0.3575,0.1725,0.0921,0.0876,0.014,,,,0.6693918125900811,0.060500750000000006,0.542257
931,0.0,0.7978,0.0,0.0,0.0,0.2022,,,,0.7979894639020297,0.0361582,0.6187722
932,0.4046,0.1051,0.3787,0.084,0.0276,0.0,,,,0.5625786374007159,0.07255679999999999,0.4718282
933,0.1617,0.2953,0.2069,0.0827,0.1773,0.076,,,,0.5570064387772693,0.04950885000000001,0.4299950000000001
934,0.241,0.2033,0.2178,0.1169,0.0,0.221,,,,0.5882113922515291,0.05449095000000001,0.4246986
935,0.0,0.3798,0.2956,0.3246,0.0,0.0,,,,0.7739468834475259,0.037124899999999995,0.42616400000000004
936,0.0,0.1167,0.1676,0.3598,0.1299,0.226,,,,0.5978814283005612,0.030579900000000004,0.2568478
937,0.0,0.0,0.5728,0.0,0.1868,0.2403,,,,0.43285471459490854,0.0358535,0.1413727
938,0.3308,0.0,0.0,0.0,0.0,0.6692,,,,0.5063882639707598,0.0537492,0.3156892
939,0.0,0.0,0.0,0.9676,0.0324,0.0,,,,0.8366662707192017,0.027580999999999998,0.28075120000000003
940,0.4206,0.0,0.0,0.5794,0.0,0.0,,,,0.8328821037473304,0.0664055,0.4811584
941,0.2728,0.0,0.0,0.0,0.6215,0.1056,,,,0.44199282843573245,0.053598599999999996,0.29233159999999997
942,0.5011,0.0,0.0,0.4989,0.0,0.0,,,,0.8233317328534435,0.07385175,0.5185103999999999
943,0.0746,0.1131,0.005,0.245,0.1398,0.4225,,,,0.5635500697544223,0.033499999999999995,0.27167270000000004
944,0.1082,0.2943,0.0864,0.1086,0.27,0.1326,,,,0.5482953084516946,0.0424287,0.3939768
945,0.6138,0.3862,0.0,0.0,0.0,0.0,,,,1.0092780222029814,0.08910400000000002,0.75
946,0.0,0.47,0.0,0.0,0.53,0.0,,,,0.5069465683951577,0.034699999999999995,0.41822000000000004
947,0.1711,0.1932,0.2067,0.1402,0.258,0.0308,,,,0.5409230244178429,0.049597100000000005,0.38232379999999994
948,0.1675,0.1691,0.0408,0.0716,0.0121,0.5389,,,,0.5423128151336282,0.0423081,0.33554809999999996
949,0.0,0.0,0.2134,0.0854,0.5861,0.1151,,,,0.4496607913923997,0.031738199999999994,0.1437235
950,0.3335,0.0296,0.1831,0.2385,0.0317,0.1835,,,,0.5971694073587352,0.060623650000000015,0.3930287
951,0.4974,0.0,0.0,0.0,0.5026,0.0,,,,0.4490472611645982,0.074766,0.4353724
952,0.2827,0.0,0.0,0.2524,0.1764,0.2885,,,,0.5618523521637827,0.052215500000000005,0.33522349999999995
953,0.0138,0.3361,0.0,0.4724,0.0,0.1777,,,,0.7704856157025962,0.0318227,0.4154791
954,0.1437,0.3095,0.1737,0.3391,0.0234,0.0105,,,,0.7842155360513018,0.04751455,0.46933150000000007
955,0.0,0.221,0.24,0.0801,0.111,0.3479,,,,0.5210278965952925,0.03223865,0.27692049999999996
956,0.1199,0.0711,0.2274,0.1168,0.0759,0.3888,,,,0.52042144343173,0.0408914,0.2626288
957,0.3166,0.0,0.0358,0.1749,0.1389,0.3338,,,,0.5423310974823374,0.05555375,0.34428
958,0.0,0.0,0.6472,0.1252,0.1459,0.0816,,,,0.4633416958126744,0.03801040000000001,0.1682812
959,0.0,0.0,0.6445,0.3555,0.0,0.0,,,,0.5802071094510934,0.038134249999999995,0.20737099999999997
960,0.0823,0.0,0.3327,0.2798,0.2731,0.032,,,,0.5305438659945785,0.0410743,0.23340699999999998
961,0.0,0.0,0.0,0.3655,0.5277,0.1068,,,,0.536926291881468,0.02812505,0.1807546
962,0.1705,0.1985,0.1764,0.07,0.1458,0.2387,,,,0.527744415656226,0.047473299999999996,0.3678875000000001
963,0.1922,0.4325,0.0,0.0941,0.2812,0.0,,,,0.6224808396940695,0.05138775000000001,0.5303064
964,0.0947,0.562,0.0,0.3433,0.0,0.0,,,,1.0671631987667043,0.043284750000000004,0.5907088
965,0.0,0.4558,0.0,0.0,0.0,0.5442,,,,0.5654349136667721,0.029660200000000005,0.3968142
966,0.1849,0.0,0.0,0.0,0.8151,0.0,,,,0.42906442796359473,0.046640999999999995,0.23974740000000005
967,0.0,0.7389,0.0,0.0,0.0,0.2611,,,,0.7204916741031255,0.035039100000000004,0.5805461
968,0.0,0.2135,0.26,0.1889,0.253,0.0846,,,,0.5425018413022468,0.03454135,0.296707
969,0.0,0.528,0.0,0.0,0.472,0.0,,,,0.5288455479480734,0.03528,0.45452800000000004
970,0.1836,0.4758,0.0,0.0961,0.0,0.2444,,,,0.6898648014628246,0.04883915,0.5467190000000001
971,0.0637,0.3349,0.0,0.3281,0.0,0.2733,,,,0.6961388399381608,0.03580205,0.4203899
972,0.0,0.3651,0.0,0.1732,0.3561,0.1056,,,,0.5719085123418752,0.0322676,0.3781822
973,0.0,0.1295,0.4848,0.0531,0.3326,0.0,,,,0.44740336269909237,0.03794945,0.2330612
974,0.0,0.3031,0.3847,0.0522,0.26,0.0,,,,0.49476878686747894,0.038286299999999995,0.33758499999999997
975,0.0,0.1038,0.0,0.5622,0.0,0.334,,,,0.6774753632325725,0.0266265,0.2723732
976,0.0,0.0,0.0726,0.9274,0.0,0.0,,,,0.8328233965191073,0.028697900000000002,0.27714279999999997
977,0.9986,0.0,0.0,0.0,0.0014,0.0,,,,0.14955340786380084,0.11987400000000001,0.7491236000000001
978,0.3445,0.0,0.0232,0.1928,0.3558,0.0837,,,,0.5271583457348578,0.060094499999999995,0.36989350000000004
979,0.1904,0.2737,0.0156,0.1256,0.1774,0.2173,,,,0.5767646282766256,0.047821699999999995,0.4304999
980,0.5277,0.0385,0.1464,0.0,0.0138,0.2736,,,,0.5192860223834421,0.0774652,0.47800439999999994
981,0.0,0.5678,0.0156,0.0,0.0,0.4165,,,,0.6050911216527869,0.0321449,0.4704749
982,0.2278,0.0208,0.2601,0.0,0.2318,0.2595,,,,0.45930488969235317,0.052015900000000004,0.2840591
983,0.4367,0.014,0.0,0.5493,0.0,0.0,,,,0.8344088870297504,0.06806975,0.4951248
984,0.0,0.2542,0.2048,0.0712,0.236,0.2338,,,,0.5106332256200936,0.033127,0.29747819999999997
985,0.0789,0.0,0.0,0.9211,0.0,0.0,,,,0.8557165975432058,0.03479825,0.32260960000000005
986,0.2794,0.1767,0.1998,0.0409,0.2092,0.094,,,,0.5098422792818653,0.05876195,0.42197439999999986
987,0.2211,0.0203,0.1315,0.1816,0.2217,0.2238,,,,0.5271755833483496,0.0494748,0.30464820000000004
988,0.384,0.0,0.0,0.3428,0.2732,0.0,,,,0.6128307420095682,0.06370300000000001,0.41991760000000006
989,0.5155,0.0,0.0,0.4845,0.0,0.0,,,,0.8213577773751964,0.07518375,0.525192
990,0.0,0.3296,0.0,0.0348,0.0,0.6357,,,,0.5473801250898427,0.0274907,0.3213585
991,0.0,0.1371,0.0,0.5938,0.0,0.2691,,,,0.7085882090140068,0.0274646,0.2998309
992,0.1184,0.124,0.1114,0.1906,0.2118,0.2438,,,,0.5446050897282724,0.040784900000000006,0.3054682
993,0.0,0.4297,0.0,0.0,0.5703,0.0,,,,0.4943340901257681,0.034297,0.39299219999999996
994,0.0,0.1103,0.2786,0.1908,0.0247,0.3956,,,,0.545910153161674,0.030966000000000004,0.22600260000000003
995,0.0396,0.4765,0.0298,0.02,0.0135,0.4206,,,,0.5878354111782975,0.0349108,0.44183680000000003
996,0.5288,0.0,0.0,0.0,0.4712,0.0,,,,0.4521270237168612,0.07759200000000001,0.45502880000000007
997,0.3827,0.0653,0.3944,0.0252,0.1175,0.015,,,,0.4789058190785653,0.0704226,0.42397379999999996
998,0.3556,0.0419,0.1442,0.1912,0.2263,0.0408,,,,0.5531382836330052,0.06359660000000002,0.40863900000000003
999,0.2922,0.0,0.3272,0.0,0.1569,0.2237,,,,0.45980787889585056,0.058865499999999994,0.31486010000000003
1000,0.6755,0.0571,0.2674,0.0,0.0,0.0,,,,0.5650118015895197,0.0951096,0.5933036
1001,0.0,0.0,0.0,0.7333,0.2667,0.0,,,,0.6933249008025937,0.02816675,0.2427946
1002,0.1253,0.0,0.4264,0.2619,0.0,0.1864,,,,0.5629661017176779,0.04491425,0.25763439999999993
1003,0.0276,0.1508,0.2574,0.0,0.5141,0.0501,,,,0.44048584568115495,0.0371447,0.2448221
1004,0.0,0.4113,0.0,0.0312,0.1714,0.386,,,,0.5449253260842833,0.030558000000000002,0.3776378
1005,0.0,0.0991,0.3284,0.1776,0.2736,0.1213,,,,0.5076805484161486,0.034052900000000004,0.2251539
1006,0.5924,0.0,0.2639,0.0,0.1437,0.0,,,,0.4699616857871236,0.08701060000000002,0.5053984
1007,0.0,0.0,0.4696,0.5304,0.0,0.0,,,,0.6663066084014178,0.0352484,0.2287088
1008,0.2953,0.2158,0.3113,0.0,0.1776,0.0,,,,0.4952713597219895,0.0630932,0.4564006
1009,0.596,0.0,0.0,0.1041,0.0,0.2999,,,,0.5723448839338546,0.08068064999999999,0.5070625
1010,0.0,0.2226,0.2211,0.2357,0.164,0.1567,,,,0.5770901530443349,0.03332485,0.3067833
1011,0.0,0.0,0.0,0.1795,0.0,0.8205,,,,0.5309100094212881,0.022166750000000002,0.13420749999999998
1012,0.2146,0.0246,0.2566,0.1998,0.3044,0.0,,,,0.5187521550386115,0.0526529,0.31637080000000006
1013,0.0,0.2016,0.2146,0.3543,0.2295,0.0,,,,0.6204178883466824,0.03413465,0.3161822
1014,0.3606,0.1345,0.3836,0.0,0.0,0.1214,,,,0.5155613690806563,0.06807980000000001,0.4464968
1015,0.2194,0.0,0.0,0.3492,0.4315,0.0,,,,0.5656938393687175,0.048876,0.3179272
1016,0.2035,0.0348,0.2269,0.2621,0.0,0.2728,,,,0.5868501363602461,0.048732149999999995,0.31845
1017,0.2184,0.0042,0.0678,0.357,0.2615,0.0911,,,,0.5866073877616048,0.048934799999999994,0.32179830000000004
1018,0.2333,0.3698,0.0,0.1279,0.0,0.2691,,,,0.6613647954953951,0.051956350000000005,0.5160835
1019,0.2288,0.0,0.2006,0.116,0.2194,0.2352,,,,0.49890991114999644,0.0509936,0.28863520000000004
1020,0.2046,0.3143,0.2264,0.2547,0.0,0.0,,,,0.779333855572509,0.05408985,0.49914880000000006
1021,0.1185,0.6088,0.0,0.0,0.0,0.2727,,,,0.6790928789832544,0.044298699999999996,0.5730177
1022,0.0,0.1752,0.0,0.2508,0.2589,0.3151,,,,0.5592314358627919,0.028289100000000005,0.2670575
1023,0.2636,0.2682,0.0966,0.2296,0.0997,0.0424,,,,0.6892382966216956,0.0568058,0.49700320000000003
1024,0.3633,0.0,0.503,0.0,0.1337,0.0,,,,0.4322712855948545,0.06973900000000001,0.37154580000000004
1025,0.146,0.1547,0.0961,0.3434,0.1897,0.07,,,,0.6320184751783541,0.0445409,0.37009060000000005
1026,0.0,0.1654,0.2705,0.1886,0.1165,0.259,,,,0.5467014871436955,0.032638499999999994,0.26295660000000004
1027,0.5777,0.0,0.4223,0.0,0.0,0.0,,,,0.49334169153019075,0.08790519999999999,0.5025322
1028,0.209,0.0,0.4584,0.0,0.1263,0.2063,,,,0.4494349867544596,0.0533709,0.2684251
1029,0.4519,0.0,0.4167,0.0,0.0838,0.0477,,,,0.45899583976219593,0.07607850000000001,0.4224726999999999
1030,0.1448,0.1825,0.144,0.1634,0.2545,0.1108,,,,0.546571201850292,0.0454673,0.3585722
1031,0.4291,0.0236,0.0,0.0,0.5472,0.0,,,,0.44812820267068626,0.068852,0.4073778
1032,0.2974,0.0641,0.0254,0.2357,0.1201,0.2573,,,,0.5835815394530902,0.05485765,0.38358050000000005
1033,0.3795,0.3545,0.2474,0.0,0.0185,0.0,,,,0.6940349795121639,0.0711606,0.5933676
1034,0.3651,0.4217,0.2132,0.0,0.0,0.0,,,,0.8032208041549932,0.07006079999999999,0.6250648000000001
1035,0.2609,0.0173,0.1917,0.0999,0.2024,0.2279,,,,0.5006069495563498,0.05403995,0.31677570000000005
1036,0.1438,0.1614,0.1609,0.1664,0.232,0.1356,,,,0.5441474921387549,0.0451752,0.3453416
1037,0.1564,0.2034,0.0302,0.1084,0.2572,0.2443,,,,0.5335323971806079,0.044060100000000005,0.36237230000000004
1038,0.0422,0.4803,0.0,0.4775,0.0,0.0,,,,1.0036764305651276,0.037407249999999996,0.52844
1039,0.0,0.0,0.1943,0.2792,0.3735,0.153,,,,0.5188110779235356,0.030645199999999997,0.1734834
1040,0.0,0.7487,0.0,0.2513,0.0,0.0,,,,1.2225613317607757,0.03685875,0.6333968
1041,0.0,0.2773,0.2156,0.0458,0.2016,0.2596,,,,0.509635147364406,0.0333375,0.3076502
1042,0.3672,0.6328,0.0,0.0,0.0,0.0,,,,1.4622587755257574,0.06937600000000001,0.75
1043,0.0,0.7027,0.1991,0.0,0.0982,0.0,,,,0.75183346465809,0.0398144,0.5718542
1044,0.1875,0.1892,0.0323,0.2292,0.1959,0.166,,,,0.593977014476107,0.04715520000000001,0.3944310000000001
1045,0.0,0.0,0.5288,0.4712,0.0,0.0,,,,0.6380516873758352,0.036225200000000006,0.2214864
1046,0.0,0.0066,0.0,0.0,0.8327,0.1606,,,,0.4327098278321918,0.028617600000000003,0.12442539999999999
1047,0.1555,0.0,0.2802,0.1747,0.1514,0.2382,,,,0.5170493856759821,0.045337249999999996,0.2553738
1048,0.0,0.3307,0.0,0.253,0.2467,0.1696,,,,0.6079561175791841,0.031148099999999998,0.3681034
1049,0.0,0.0,0.0,0.3435,0.2513,0.4052,,,,0.5514543384916385,0.02549445,0.17032740000000002
1050,0.0711,0.4326,0.0,0.0178,0.1484,0.3301,,,,0.5589112690789404,0.0377096,0.4346075
1051,0.254,0.4507,0.2653,0.0,0.0053,0.0247,,,,0.710108467787587,0.0608589,0.5751861000000001
1052,0.0845,0.1963,0.0,0.1507,0.0,0.5686,,,,0.565943473807209,0.03407685,0.31112880000000004
1053,0.3813,0.1652,0.1579,0.0,0.2056,0.09,,,,0.5006277621318512,0.0673696,0.4703549999999999
1054,0.1764,0.192,0.1105,0.1145,0.2022,0.2044,,,,0.5401641885616728,0.047217150000000006,0.3728862
1055,0.0108,0.1933,0.2832,0.235,0.0561,0.2216,,,,0.5837158680307999,0.0342879,0.2960678
1056,0.4614,0.0,0.0132,0.3028,0.2225,0.0,,,,0.6196265886428747,0.0709508,0.46240559999999997
1057,0.1493,0.0,0.3531,0.3221,0.0,0.1755,,,,0.593763281285266,0.04599565,0.2797295
1058,0.2202,0.3382,0.0985,0.0755,0.2676,0.0,,,,0.5713929515902092,0.05439025000000001,0.48972940000000004
1059,0.5676,0.2274,0.0,0.0476,0.0,0.1574,,,,0.6578291013514745,0.0818224,0.625761
1060,0.1793,0.0027,0.2317,0.0874,0.25,0.2489,,,,0.48265206659250975,0.04694919999999999,0.25563410000000003
1061,0.0,0.0,0.0,0.6127,0.3873,0.0,,,,0.6316010199289072,0.02846825,0.22325740000000002
1062,0.2307,0.0,0.2809,0.0047,0.2315,0.2523,,,,0.45661736044801404,0.052416149999999995,0.27462509999999996
1063,0.5444,0.0,0.1936,0.0,0.0,0.262,,,,0.5102404530045818,0.0793484,0.4665124
1064,0.2253,0.0,0.3584,0.1822,0.0,0.2341,,,,0.5453053046018376,0.05273219999999999,0.3035059
1065,0.1015,0.0,0.6125,0.0,0.0,0.286,,,,0.4527799255341247,0.045136,0.205461
1066,0.0,0.0,0.4319,0.0,0.5681,0.0,,,,0.409161381548874,0.036046600000000005,0.141276
1067,0.0285,0.4139,0.0,0.0,0.5576,0.0,,,,0.494565040782183,0.036704,0.4009424
1068,0.095,0.2813,0.1617,0.0158,0.3813,0.0649,,,,0.48615226363503106,0.0430032,0.36709869999999994
1069,0.3586,0.0,0.0,0.0,0.0,0.6414,,,,0.5078068321007129,0.05650139999999999,0.3337314
1070,0.0983,0.3053,0.0184,0.0463,0.2264,0.3052,,,,0.5306445239424777,0.03929205,0.3778582000000001
1071,0.0,0.0,0.0,0.2626,0.3834,0.354,,,,0.5203714344066885,0.026157499999999997,0.15839920000000002
1072,0.0,0.3866,0.0,0.0,0.6134,0.0,,,,0.4825841989453127,0.03386599999999999,0.3660116
1073,0.0,0.6582,0.3418,0.0,0.0,0.0,,,,0.7942810410905177,0.04136720000000001,0.5497052
1074,0.0,0.0,0.5875,0.1536,0.2588,0.0,,,,0.4634681566926346,0.037838000000000004,0.1723708
1075,0.0889,0.0,0.3616,0.0,0.405,0.1445,,,,0.42963114011882075,0.0417629,0.19079190000000001
1076,0.0,0.3333,0.0,0.3585,0.0,0.3082,,,,0.6866353504604221,0.029662949999999997,0.3836342
1077,0.0,0.2244,0.507,0.0,0.2686,0.0,,,,0.443040408516023,0.039342,0.28475439999999996
1078,0.3276,0.0504,0.0155,0.0,0.1462,0.4603,,,,0.49528360658627346,0.0560623,0.3506611
1079,0.2851,0.0,0.072,0.0,0.6186,0.0243,,,,0.43453712026359076,0.05644830000000001,0.30479370000000006
1080,0.334,0.0,0.2799,0.0,0.386,0.0,,,,0.43121738162113177,0.06397560000000001,0.3442676
1081,0.0,0.5023,0.0,0.0,0.0,0.4977,,,,0.5795663323908279,0.030543699999999997,0.4269927
1082,0.7701,0.0035,0.0,0.0,0.2265,0.0,,,,0.490053843396464,0.09934699999999999,0.608286
1083,0.0,0.0,0.6115,0.0,0.0,0.3885,,,,0.4545279969194194,0.035064500000000005,0.1395245
